chr	start	end_x	strand	name	end_y	b1	b2
chr17	6601671	6609774	1	Dynlt1c	6609774		
chr17	7170115	7303313	1	Rps6ka2	7303315		
chr17	7324646	7345974	1	Tcp10a	7345974		
chr17	7738569	7827302	-1	Fndc1	7827302		
chr17	9422060	9422458	1	Gm17728	9422458		
chr17	10403012	10840311	-1	Pacrg	10840311		
chr17	10840384	12063361	1	Park2	12063361		
chr17	17887852	17971677	1	Fpr3	17971677		
chr17	18021733	18022704	1	Fpr-rs4	18022704		
chr17	20623846	20624877	-1	Fpr-rs3	20624877		
chr17	36547075	36549250	1	H2-M11	36549250		
chr17	36639285	36642666	-1	H2-M9	36642666		
chr17	36670008	36672219	-1	H2-M1	36672219		
chr17	37297556	37304313	-1	Olfr101	37304313		
chr17	37311795	37317054	-1	Olfr102	37317054		
chr17	37334303	37339698	-1	Olfr103	37339698		
chr17	37359582	37363993	1	Olfr104-ps	37363993		
chr17	37379033	37386208	1	Olfr105-ps	37386208		
chr17	37390393	37396252	1	Olfr106-ps	37396252		
chr17	37399226	37407477	1	Olfr107	37407477		
chr17	37445480	37446517	1	Olfr108	37446517		
chr17	37458916	37471590	1	Olfr109	37471590		
chr17	37480851	37483552	-1	H2-M2	37483552		
chr17	37492468	37500207	1	Olfr110	37500207		
chr17	37508030	37532449	1	Olfr111	37532449		
chr17	37561668	37569451	-1	Olfr112	37569451		
chr17	37573877	37577663	-1	Olfr113	37577663		
chr17	37589233	37592743	-1	Olfr114	37592743		
chr17	37608940	37627109	-1	Olfr115	37627109		
chr17	37620577	37627199	-1	Olfr116	37627199		
chr17	37657600	37663782	-1	Olfr117	37663782		
chr17	37666988	37673476	1	Olfr118	37673476		
chr17	37696564	37702124	1	Olfr119	37702124		
chr17	37721808	37727220	1	Olfr120	37727220		
chr17	37748855	37753169	1	Olfr121	37753169		
chr17	37768607	37773749	1	Olfr122	37773749		
chr17	37793529	37798134	1	Olfr123	37798134		
chr17	37799888	37808617	1	Olfr124	37808617		
chr17	37832949	37838490	1	Olfr125	37838490		
chr17	37847483	37852057	1	Olfr126	37852057		
chr17	37900437	37906795	1	Olfr127	37906795		
chr17	37920548	37926801	1	Olfr128	37926801		
chr17	37952051	37953079	-1	Olfr761	37953079		
chr17	38129863	38134526	-1	Olfr132	38134526		
chr17	38145281	38151269	1	Olfr133	38151269		
chr17	38171388	38176578	1	Olfr134	38176578		
chr17	38416474	38420185	-1	Esp36	38420185		
chr17	40221777	40242288	-1	Crisp3	40242288		
chr17	40293758	40319207	-1	Crisp1	40319207		
chr17	40520022	40530702	1	Esp8	40530421		
chr17	40561507	40579549	1	Gm44501	40565627		
chr17	40561507	40579549	1	Gm44501	40579549		
chr17	40561507	40565622	1	Esp6	40565627		
chr17	40561507	40565622	1	Esp6	40579549		
chr17	40598594	40602618	1	Esp4	40602618		
chr17	40632075	40637060	1	Esp3	40637060		
chr17	40727120	40731782	1	Esp1	40731782		
chr17	42315947	42507741	1	Ptchd4	42505077		
chr17	52602709	52979194	1	Kcnh8	52979194		
chr17	55445382	55514581	1	St6gal2	55514581		
chr19	39608842	39649051	-1	Cyp2c67	39649051		
chr19	39688834	39741054	-1	Cyp2c68	39741054		
chr19	39767071	39812814	-1	Cyp2c40	39812814		
chr19	48206025	48805505	1	Sorcs3	48805505		
chr19	50143299	50678646	-1	Sorcs1	50678646		
chr2	6539694	7509563	-1	Celf2	7509563		
chr2	13850282	14056135	-1	Hacd1	14056135		
chr2	14388316	14494977	1	Slc39a12	14494977		
chr2	15526479	16255555	1	Malrd1	16255555		
chr2	16356304	16755839	1	Plxdc2	16755839		
chr2	17343909	17731464	-1	Nebl	17731464		
chr2	19199302	19310241	1	Armc3	19310241		
chr2	19462837	19553914	-1	4921504E06Rik	19553914		
chr2	19909780	20810713	1	Etl4	20810713		
chr2	21367542	21830547	1	Gpr158	21830547		
chr2	22227503	22618252	1	Myo3a	22618252		
chr2	22622205	22693874	1	Gad2	22693874		
chr2	23321246	23401973	1	Nxph2	23401973		
chr2	24002910	24049394	-1	Hnmt	24049394		
chr2	24071721	24096595	-1	Tbpl2	24096595		
chr2	24153161	24160519	1	Il1f8	24160519		
chr2	24186476	24193568	1	Il1f9	24193568		
chr2	27079379	27108981	1	Adamtsl2	27108981		
chr2	27110380	27142491	-1	Fam163b	27142491		
chr2	27165233	27183200	1	Dbh	27183200		
chr2	27188393	27248337	-1	Sardh	27248337		
chr2	27886425	28039514	1	Col5a1	28039514		
chr2	28192992	28230736	1	Olfm1	28230736		
chr2	29194541	29253005	-1	Ntng2	29253005		
chr2	36524998	36530790	1	Olfr342	36530790		
chr2	36566662	36576178	1	Olfr344	36576178		
chr2	36731902	36737640	1	Olfr347	36737640		
chr2	36784276	36789998	1	Olfr348	36789998		
chr2	36790538	36797392	1	Olfr50	36797392		
chr2	36811492	36817032	-1	Olfr3	36817032		
chr2	36846310	36851702	1	Olfr350	36851702		
chr2	36857539	36862660	-1	Olfr351	36862660		
chr2	36868460	36872785	1	Olfr352	36872785		
chr2	36887293	36892936	-1	Olfr353	36892936		
chr2	36905680	36916038	1	Olfr354	36916038		
chr2	36925190	36928897	-1	Olfr355	36928897		
chr2	36937121	36938068	1	Olfr356	36938068		
chr2	36993827	37001847	1	Olfr357	37001847		
chr2	40595246	42653624	-1	Lrp1b	42653624		
chr2	43555329	43682715	1	Kynu	43682715		
chr2	43748824	44395953	1	Arhgap15	44395953		
chr2	54436317	55118309	1	Galnt13	55118309		
chr2	55435970	55598145	1	Kcnj3	55598145		
chr2	57997884	58045860	1	Galnt5	58045860		
chr2	61711694	61800376	1	Psmd14	61800376		
chr2	61802930	61814114	1	Tbr1	61814114		
chr2	62046462	62326730	1	Slc4a10	62326730		
chr2	65620771	65767447	1	Scn2a	65767447		
chr2	66270778	66440840	-1	Scn1a	66440840		
chr2	66480080	66634962	-1	Scn9a	66634962		
chr2	66673425	66784914	-1	Scn7a	66784914		
chr2	67173834	67184950	1	Gm1322	67526615		
chr2	67565871	68122689	1	B3galt1	68122689		
chr2	79834453	80129458	-1	Pde1a	80129458		
chr2	82053222	82259879	1	Zfp804a	82259879		
chr2	82943634	83008937	1	Fsip2	83008937		
chr2	85330779	85339315	-1	Olfr987	85339315		
chr2	85352428	85363227	-1	Olfr988	85363227		
chr2	85398824	85409469	-1	Olfr992	85409469		
chr2	85607037	85611903	-1	Olfr1000	85611903		
chr2	85646057	85650704	-1	Olfr1002	85650704		
chr2	85663377	85664455	-1	Olfr154	85664455		
chr2	85673657	85678767	-1	Olfr1006	85678767		
chr2	85689431	85690372	1	Olfr1008	85690372		
chr2	86195910	86203009	-1	Olfr1045	86203009		
chr2	86214987	86219314	-1	Olfr1046	86219314		
chr2	86226567	86231401	-1	Olfr1047	86231401		
chr2	86233951	86240289	-1	Olfr1048	86240289		
chr2	86254357	86258328	-1	Olfr1049	86258328		
chr2	86273814	86279088	-1	Olfr1051	86279088		
chr2	86292455	86299233	1	Olfr1052	86299233		
chr2	86413109	86414050	-1	Olfr1061	86414050		
chr2	86420399	86426749	-1	Olfr1062	86426749		
chr2	86443958	86450591	-1	Olfr1065	86450591		
chr2	86455328	86456269	-1	Olfr1066	86456269		
chr2	86481921	86487386	-1	Olfr228	86487386		
chr2	86508461	86509402	1	Olfr1076	86509402		
chr2	86536949	86542480	-1	Olfr1079	86542480		
chr2	86552675	86558235	-1	Olfr1080	86558235		
chr2	86593412	86598966	-1	Olfr1082	86598966		
chr2	86638765	86639725	-1	Olfr1084	86639725		
chr2	86653665	86662019	-1	Olfr1085	86662019		
chr2	86676218	86680092	-1	Olfr1086	86680092		
chr2	86687235	86698395	-1	Olfr1087	86698395		
chr2	86732584	86733701	-1	Olfr1089	86733701		
chr2	86752724	86758993	-1	Olfr1090	86758993		
chr2	86782479	86787616	1	Olfr1093	86787616		
chr2	86804134	86810018	-1	Olfr141	86810018		
chr2	86824663	86830282	1	Olfr1094	86830282		
chr2	86850770	86851696	-1	Olfr1095	86851696		
chr2	86869011	86874802	-1	Gm13723	86874802		
chr2	86886773	86892216	-1	Olfr1097	86892216		
chr2	86998398	87003618	1	Olfr1102	87003618		
chr2	87020703	87027080	-1	Olfr1104	87027080		
chr2	87031260	87036531	-1	Olfr1105	87036531		
chr2	87046811	87052273	-1	Olfr1106	87052273		
chr2	87068671	87075817	-1	Olfr1107	87075817		
chr2	87091195	87096008	-1	Olfr1109	87096008		
chr2	87104578	87114567	-1	Olfr259	87114567		
chr2	87133673	87140300	-1	Olfr1110	87140300		
chr2	90136273	90142296	-1	Olfr32	90142296		
chr2	90145255	90153091	-1	Olfr1270	90153091		
chr2	90322200	90326360	1	Gm13769	90326360		
chr2	90398683	90403897	1	Olfr1274-ps	90403897		
chr2	96318169	97631666	1	Lrrc4c	97631666		
chr2	102300119	102407828	-1	Trim44	102407828		
chr2	102449366	102452499	-1	Fjx1	102452499		
chr2	109092297	109280748	-1	Mettl15	109280748		
chr2	109674700	109727007	1	Bdnf	109727007		
chr2	110597298	110647779	1	Slc5a12	110647779		
chr2	110655201	110950923	-1	Ano3	110950923		
chr2	110721340	110739527	1	Muc15	110739527		
chr2	111088372	111105982	-1	Gm13941	111105982		
chr2	111134114	111152936	-1	Gm15130	111152936		
chr2	111162061	111229602	-1	4930430A15Rik	111229602		
chr2	111230360	111235286	-1	Olfr1275	111235286		
chr2	111254516	111262026	1	Olfr1276	111262026		
chr2	111264946	111274106	-1	Olfr1277	111274106		
chr2	111290136	111298886	1	Olfr1278	111298886		
chr2	111497180	111504553	1	Olfr1291-ps1	111504553		
chr2	111525203	111533279	1	Olfr1293-ps	111533279		
chr2	111536530	111540291	-1	Olfr1294	111540291		
chr2	111561423	111569681	-1	Olfr1295	111569681		
chr2	111812247	111820340	-1	Olfr1303	111820340		
chr2	111867657	111877149	-1	Olfr1305	111877149		
chr2	111911264	111916271	-1	Olfr1306	111916271		
chr2	111930116	111949440	-1	Olfr1307	111949440		
chr2	111959285	111964944	-1	Olfr1308	111964944		
chr2	111979857	111990281	-1	Olfr1309	111990281		
chr2	112110057	112115440	-1	Olfr1315-ps1	112115440		
chr2	112126996	112134977	-1	Olfr1316	112134977		
chr2	112140329	112144054	1	Olfr1317	112144054		
chr2	112154198	112159157	1	Olfr1318	112159157		
chr2	112631355	113217096	-1	Ryr3	113217096		
chr2	113285732	113297190	1	Tmco5b	113297190		
chr2	124089969	124667770	1	Sema6d	124667770		
chr2	126215100	126216212	1	Gm17555	126216212		
chr2	134497361	134554368	-1	Hao1	134554368		
chr2	136081104	136387967	-1	Pak7	136387967		
chr2	139493913	139637674	1	Sptlc3	139637674		
chr2	140395309	142392966	1	Macrod2	142392966		
chr2	143546156	143816285	1	Pcsk2	143816285		
chr2	145167754	145642166	1	Slc24a3	145642166		
chr2	148990343	149003251	-1	Gm1330	149003251		
chr2	149405057	149410293	1	Cst10	149410293		
chr2	149829211	150004392	1	Syndig1	150004392		
chr2	161521990	162661147	-1	Ptprt	162661147		
chr2	176670522	176719085	1	Zfp973	176719085		
chr2	176708328	176721813	1	Gm14305	176721813		
chr2	176798612	176811223	1	Gm14295	176811223		
chr3	5218526	5415857	1	Zfhx4	5415857		
chr3	5750806	5751295	1	Gm8797	5751295		
chr3	6615418	6620443	-1	1700008P02Rik	6620443		
chr3	13471655	14182287	1	Ralyl	14182287		
chr3	14480697	14505830	1	Slc7a12	14505830		
chr3	15296551	15332302	-1	Gm9733	15332302		
chr3	15371653	15426520	-1	Sirpb1a	15426520		
chr3	15495751	15575065	-1	Sirpb1b	15575065		
chr3	15795145	15848528	-1	Sirpb1c	15848528		
chr3	15946870	16006437	-1	Gm5150	16006437		
chr3	18054174	18057517	1	Bhlhe22	18057517		
chr3	18071950	18243338	-1	Cyp7b1	18243338		
chr3	23798102	25144261	-1	Naaladl2	25144261		
chr3	25426215	26332460	-1	Nlgn1	26332460		
chr3	29082023	29691209	1	Egfem1	29691209		
chr3	32949408	33143247	-1	Pex5l	33143247		
chr3	38886940	39011985	1	Fat4	39011985		
chr3	41742611	41803320	1	D3Ertd751e	41803320		
chr3	45378398	45435623	1	Pcdh10	45435623		
chr3	46442197	46448219	-1	Pabpc4l	46448219		
chr3	59729790	59752333	1	Gm5538	59752333		
chr3	59861051	59877313	1	Gm8298	59877313		
chr3	59925214	59937949	1	C130079G13Rik	59937949		
chr3	62468013	62507004	-1	Dhx36	62507004		
chr3	62529077	62605140	-1	Gpr149	62605140		
chr3	66053558	66296837	-1	Veph1	66296837		
chr3	72888557	72967863	-1	Sis	72967863		
chr3	73047265	73057803	-1	Slitrk3	73057803		
chr3	75037907	75165034	-1	Zbbx	75165034		
chr3	75274988	75482156	-1	Wdr49	75482156		
chr3	75748197	75787653	1	Gm29133	75787653		
chr3	76074270	76710019	1	Fstl5	76710019		
chr3	80681450	80802835	-1	Gria2	80802835		
chr3	80843599	80913660	-1	Glrb	80913660		
chr3	81036416	81214040	1	Pdgfc	81214040		
chr3	92604718	92607492	-1	2210017I01Rik	92607492		
chr3	92620081	92621660	-1	Lce6a	92621660		
chr3	92646535	92648307	-1	Lce1a1	92648307		
chr3	92655650	92656926	-1	Lce1b	92656926		
chr3	92668613	92670315	-1	Lce1a2	92670315		
chr3	92679247	92680918	1	Lce1c	92680918		
chr3	92685499	92687210	-1	Lce1d	92687210		
chr3	92707401	92709074	-1	Lce1e	92709074		
chr3	92718685	92720350	-1	Lce1f	92720350		
chr3	92737651	92739096	-1	Gm38119	92739096		
chr3	92750148	92752338	-1	Lce1g	92752338		
chr3	92763215	92765065	-1	Lce1h	92765065		
chr3	92777210	92778899	-1	Lce1i	92778899		
chr3	92788840	92790514	-1	Lce1j	92790514		
chr3	92806291	92807891	-1	Lce1k	92807891		
chr3	92823074	92827247	-1	Kprp	92827247		
chr3	92849949	92851286	-1	Lce1l	92851286		
chr3	92868359	92870216	-1	2310050C09Rik	92870216		
chr3	92925287	92926230	-1	Lce3a	92926230		
chr3	92932979	92934097	1	Lce3b	92934097		
chr3	92944486	92945733	1	Lce3c	92945733		
chr3	92957390	92958505	1	Lce3d	92958505		
chr3	92967061	92968281	1	Lce3e	92968281		
chr3	92992226	92993426	1	Lce3f	92993426		
chr3	93014205	93015687	-1	Crct1	93015687		
chr3	93017810	93019060	-1	Lce1m	93019060		
chr3	93068823	93075505	1	Gm4858	93075505		
chr3	93197278	93221391	1	Flg2	93221391		
chr3	93273523	93293686	1	Flg	93293686		
chr3	93936633	93943543	-1	Gm9117	93943543		
chr3	93960292	93961314	-1	Tdpoz5	93961314		
chr3	94047981	94054885	-1	Gm9125	94054885		
chr3	94071622	94072644	-1	Gm10697	94072644		
chr3	105452330	105674002	1	Kcnd3	105674002		
chr3	105996957	106014646	-1	Pifo	106014646		
chr3	106016919	106032814	-1	Chil5	106032814		
chr3	106113229	106132120	1	Chia1	106132120		
chr3	106147554	106167564	-1	Chil3	106167564		
chr3	106201490	106219507	-1	Chil4	106219507		
chr3	106387384	106406182	-1	Chil6	106406182		
chr3	106820485	106826287	-1	Olfr266	106826287		
chr3	107036169	107038070	1	Kcna3	107038070		
chr3	107101146	107115005	1	Kcna2	107115005		
chr3	107183056	107195721	1	Kcna10	107195721		
chr3	109780040	110144011	-1	Ntng1	110144011		
chr3	114030540	114220718	1	Col11a1	114220718		
chr3	114904078	115125722	1	Olfm3	115125722		
chr3	117319139	117360876	-1	Plppr4	117360876		
chr3	118562129	119432924	1	Dpyd	119432924		
chr3	123526166	123690853	-1	Ndst3	123690853		
chr3	124320855	124324743	1	Tram1l1	124324743		
chr3	124400989	124426040	-1	1700006A11Rik	124426040		
chr3	124556352	124581101	-1	1700003H04Rik	124581101		
chr3	125404076	125728899	1	Ndst4	125728899		
chr3	125865271	125938619	-1	Ugt8a	125938619		
chr3	134829007	134934579	1	Tacr3	134934579		
chr3	136053363	136326066	-1	Bank1	136326066		
chr3	139205694	139710299	1	Stpg2	139710299		
chr3	141210004	141212355	-1	Pdha2	141212355		
chr3	141465216	141834924	1	Unc5c	141834924		
chr3	141837136	142169425	-1	Bmpr1b	142169425		
chr3	151437887	151545086	1	Adgrl4	151545086		
chr3	156561794	157316445	1	Negr1	157316445		
chr3	158082891	158562221	-1	Lrrc7	158562221		
chr4	3995936	4019663	-1	Sdr16c5	4019663		
chr4	4055929	4077522	-1	Sdr16c6	4077522		
chr4	5644090	6108223	1	Fam110b	6108223		
chr4	12906838	12983553	1	Triqk	12983553		
chr4	14502430	14621805	-1	Slc26a7	14621805		
chr4	17852893	18119145	1	Mmp16	18119145		
chr4	18860454	19122526	-1	Cnbd1	19122526		
chr4	19280850	19510623	1	Cngb3	19510623		
chr4	20118874	20778866	-1	Nkain3	20778866		
chr4	24496451	24602950	1	Mms22l	24602950		
chr4	25199908	25242876	-1	Fhl5	25242876		
chr4	33924593	33948831	1	Cnr1	33948831		
chr4	34024874	34050191	-1	Spaca1	34050191		
chr4	35706647	36951747	-1	Lingo2	36951747		
chr4	39450295	39451776	1	1700009N14Rik	39451776		
chr4	40472180	40477168	1	Tmem215	40477168		
chr4	41903610	41904743	1	Gm21541	41904743		
chr4	41941572	41943124	1	Gm20878	41943124		
chr4	41966058	41971856	1	Fam205a4	41971856		
chr4	42114817	42115917	1	Gm13304	42115917		
chr4	42153436	42158839	1	Gm13306	42158839		
chr4	42158842	42168603	-1	Gm13305	42168603		
chr4	42522580	42528175	-1	Gm13298	42528175		
chr4	42655251	42656005	1	Ccl27b	42655998		
chr4	42735545	42846248	1	4930578G10Rik	42846248		
chr4	42754525	42756577	-1	Ccl19	42756577		
